"","Region","LocalityName","LocalityCode","Treatment","Years_Since_Exclosure","Mean_Plot_Biomass_kg","Mean_Plot_Biomass_kg_m2","Productivity_Index","DistrictID","Moose_Density","Red_Deer_Density","Roe_Deer_Density","Decid_Bio","Pine_Bio","Spruce_Bio"
"149","Trøndelag","bratsberg","BRB","B",3,2.814147735,0.223942761308056,0.19644858,"1601",79.89208961,1.335197374,31.0221955,0.114059055234469,0.00546378919634477,0.144690345032667
"150","Hedmark","nes_1","DDB","B",3,4.655460575,0.370469781440344,0.384882646,"0236",52.57030574,0.363637888,32.77363522,0.109353367982779,0.0969822582351196,0.164134155222445
"151","Hedmark","didrik_holmsen","DHB","B",3,2.24866033,0.178942703427076,0.234215068,"0221",56.43464358,0,18.91236981,0.12576135320468,0.014570104523586,0.0736941101308769
"152","Hedmark","fet_3","FKB","B",3,1.892475975,0.150598453051952,0.140119204,"0227",71.33638992,0,32.84966157,0.045973552565755,0,0.127611676769075
"153","Hedmark","halvard_pramhus","HPB","B",3,4.64682375,0.369782484744659,0.335469416,"0420",62.64905485,0,13.92362896,0.0244224254892908,0.325095457182514,0.0810584082914178
"154","Hedmark","kongsvinger_1","IAAB","B",3,7.977838925,0.634856250052341,0.507402728,"0402",51.74144646,1.630122359,10.57013525,0.110213731753019,0,0.579749384175832
"155","Hedmark","kongsvinger_2","JCDB","B",3,0.639317865,0.0508752992108535,0.097769108,"0402",51.74144646,1.630122359,10.57013525,0.0227190490207072,0.0109275783926895,0.0338991407892986
"156","Trøndelag","selbu_kl","KLB","B",3,3.80940674,0.303142956459291,0.116040591,"1664",56.44604547,5.437898015,4.380325628,0.0821075566152466,0.132496888011361,0.218130801972991
"157","Trøndelag","singsaas","LAB","B",3,1.433263005,0.114055445998247,0.042265252,"1648",36.25939668,6.648445301,2.712137721,0.0156164628612625,0.0509953658325512,0.0680006901932024
"158","Hedmark","nes_2","OLB","B",3,8.988067205,0.715247662258953,0.984450427,"0236",52.57030574,0.363637888,32.77363522,0.0522464913284602,0.637897388673252,0.0508872067858083
"159","Hedmark","stig_dahlen","SDB","B",3,2.502035625,0.199105668755385,1,"0221",56.43464358,0,18.91236981,0.0741230327025096,0.00546378919634477,0.122250741454703
"160","Trøndelag","sl_tydal","SEB","B",3,0.57712132,0.0459258554208598,0.132712131,"1665",16.47588281,0.419443553,0,0.011913349891888,0.0136594729908619,0.0271827690335408
"161","Hedmark","sorum_1","SKB","B",3,0.86001205,0.0684375844380471,0.174894127,"0226",59.32528016,3.43817827,48.12147002,0.0187802474749815,0.00819568379451715,0.0607459934210761
"162","Trøndelag","selbu_sl","SLB","B",3,1.399044325,0.111332409964207,0.124288986,"1664",56.44604547,5.437898015,4.380325628,0.0221152716666213,0,0.0892171382975858
"163","Hedmark","stangeskovene_aurskog","SSAB","B",3,1.293115,0.102902822118138,0.114068355,"0221",56.43464358,0,18.91236981,0.0428011409583457,0.0601016811597924,0
"164","Hedmark","stangeskovene_eidskog","SSBB","B",3,2.70297666666667,0.215096048781027,0.090462104,"0420",62.64905485,0,13.92362896,0.0112347474328569,0.0491741027671029,0.267852596688009
"165","Hedmark","eidskog","STSKNB","B",3,4.691951875,0.373373666827768,0.250270963,"0236",52.57030574,0.363637888,32.77363522,0.0323908161307048,0.173475306983946,0.167507543713117
"166","Hedmark","truls_holm","THB","B",3,1.984642865,0.157932861118406,0.294777374,"0221",56.43464358,0,18.91236981,0.0434642990216991,0.0655654703561372,0.0489030917405692
"167","Trøndelag","steinkjer_1bbb","1BBUB","UB",3,1.440699675,0.114647237393569,0.115979123,"1702",107.5650526,2.431337072,17.86445891,0.0673135625996446,0,0.0631115663918987
"168","Telemark","nome_cappelen1","1CAUB","UB",3,1.813429425,0.144308128468522,0.080441283,"0806",36.73246483,7.237559382,26.88021893,0.00348233800696571,0.0436704452575136,0.109814125521904
"169","Telemark","drangedal1","1DRUB","UB",3,1.26600775,0.100745695702574,0.21131677,"0817",27.00672829,9.836987784,5.031787593,0.0485411435584264,0.0119101214338673,0.049227021785681
"170","Telemark","fritsoe1","1FRUB","UB",3,5.358765025,0.426436971298357,0.245537883,"0604",45.5486725,2.225169257,8.847710058,0.279290049824699,0.0119101214338674,0.138214330398258
"171","Telemark","furesdal","1FYUB","UB",3,3.7566381875,0.298943768474202,0.058035047,"0831",23.22393919,2.078638027,1.526065809,0.0127807785500516,0.0248127529872236,0.270748619821245
"172","Trøndelag","namdalseid_1kub","1KUB","UB",3,3.761228225,0.299309032052753,0.222676728,"1725",75.88802955,8.758466457,7.375877596,0.0740007400336745,0,0.225308292019078
"173","Telemark","kviteseid1","1KVUB","UB",3,0.8599627125,0.0684336582845447,0.105926078,"0829",34.25057033,13.40190923,2.936689407,0.0166762575897512,0.0133988866131008,0.0984540435713619
"174","Telemark","notodden1","1NOUB","UB",3,1.8686940125,0.148705944607802,0.154754533,"0807",45.75073179,7.549714848,3.55799475,0.106551156741312,0.0364747468912188,0.0227201639010835
"175","Trøndelag","nsb_verdal","1NSUB","UB",3,0.6411179,0.0510185414448477,0.110463648,"1721",28.2697902,2.827400105,6.979690234,0.035871765510792,0,0.0302935518681114
"176","Trøndelag","sub_namdalseid","1SUB","UB",3,1.466297,0.116684207795408,0.077437345,"1725",75.88802955,8.758466457,7.375877596,0.090177349910811,0,0.0265068578845974
"177","Trøndelag","verdal_1vb","1VBUB","UB",3,0.6723074125,0.0535005239883485,0.011938921,"1721",28.2697902,2.827400105,6.979690234,0.0519368972974766,0.0126545040234841,0.00757338796702784
"178","Trøndelag","steinkjer_2bbb","2BBUB","UB",3,1.691642725,0.134616650814597,0.087040751,"1702",107.5650526,2.431337072,17.86445891,0.0645628121195894,0,0.140107677390015
"179","Telemark","nome_cappelen2","2CAUB","UB",3,3.0997892125,0.246673387856154,0.166542737,"0819",30.18818188,28.25801849,15.04767058,0.145793052045316,0.0781601719097545,0.0302935518681114
"180","Telemark","fritsoe2","2FRUB","UB",3,2.0718857,0.164875425338206,0.148195816,"0728",45.48785783,33.89613967,19.91579349,0.06263468778333,0,0.102240737554876
"181","Telemark","kviteseid2","2KVUB","UB",3,0.7326338875,0.0583011523361283,0.106407376,"0829",34.25057033,13.40190923,2.936689407,0.0182010647321389,0.00446629553770026,0.0378669398351392
"182","Trøndelag","verdal_2vb","2VBUB","UB",3,2.428564,0.193258982607513,0.241115185,"1721",28.2697902,2.827400105,6.979690234,0.157779022083042,0.0119101214338673,0.0719471856867645
"183","Telemark","drangedal3","3DRUB","UB",3,0.2956109375,0.0235239709675772,0.019353239,"0817",27.00672829,9.836987784,5.031787593,0.0156107822234562,0.00446629553770026,0.0227201639010835
"184","Telemark","kviteseid3","3KVUB","UB",3,5.4563467625,0.434202279237667,0.091250578,"0829",34.25057033,13.40190923,2.936689407,0.0850820501647701,0.00297753035846684,0.348375846483281
"185","Telemark","notodden3","3NOUB","UB",3,1.2152440125,0.096706045826102,0.142430355,"0807",45.75073179,7.549714848,3.55799475,0.035246087640762,0.0625281375278036,0.0321868988598683
"186","Telemark","drangedal4","4DRUB","UB",3,3.404431575,0.270916056789688,0.205027981,"0817",27.00672829,9.836987784,5.031787593,0.21979568801225,0,0.0511203687774379
"187","Telemark","notodden4","4NOUB","UB",3,2.6287096125,0.209186064391278,0.121097448,"0807",45.75073179,7.549714848,3.55799475,0.101298275696679,0.0454073379666193,0.0624804507279797
"188","Telemark","notodden5","5NOUB","UB",3,10.3618586125,0.824570508899352,0.119776917,"0807",45.75073179,7.549714848,3.55799475,0.0499813505645225,0.0129026315533563,0.764912184669812
"189","Telemark","notodden6","6NOUB","UB",3,0.9093338,0.0723624845952685,0.106105683,"0807",45.75073179,7.549714848,3.55799475,0.0403633036856123,0.0401966598393023,0.00757338796702784
"190","Trøndelag","bratsberg","BRUB","UB",3,4.2618449625,0.339146846236584,0.19644858,"1601",79.89208961,1.335197374,31.0221955,0.264561930968446,0.00297753035846684,0.0738405326785214
"191","Hedmark","nes_1","DDUB","UB",3,14.3719527375,1.14368366002811,0.384882646,"0236",52.57030574,0.363637888,32.77363522,0.133955415740843,0.0662500504758871,0.976967047746591
"192","Hedmark","didrik_holmsen","DHUB","UB",3,1.23901875,0.0985979793230207,0.234215068,"0221",56.43464358,0,18.91236981,0.0153386902696007,0,0.0870939616208202
"193","Hedmark","fet_3","FKUB","UB",3,1.403489725,0.111686163656217,0.140119204,"0227",71.33638992,0,32.84966157,0.0519082235450418,0.0119101214338673,0.0568004097527088
"194","Hedmark","halvard_pramhus","HPUB","UB",3,1.20956925,0.0962544625747283,0.335469416,"0420",62.64905485,0,13.92362896,0.0628336155467006,0.0655056678862704,0
"195","Hedmark","kongsvinger_1","IAAUB","UB",3,18.6936166,1.48759074307735,0.507402728,"0402",51.74144646,1.630122359,10.57013525,0.0630604192983537,0.0476404857354694,1.40865016186718
"196","Hedmark","kongsvinger_2","JCDUB","UB",3,1.722938225,0.137107067575363,0.097769108,"0402",51.74144646,1.630122359,10.57013525,0.0575864939215708,0,0.0795205736537923
"197","Trøndelag","selbu_kl","KLUB","UB",3,2.470189025,0.19657139685005,0.116040591,"1664",56.44604547,5.437898015,4.380325628,0.0143767471832237,0.138455161668708,0.189334699175696
"198","Trøndelag","singsaas","LAUB","UB",3,1.89202885,0.150562871974987,0.042265252,"1648",36.25939668,6.648445301,2.712137721,0.00932706853847451,0.0158801619118231,0.181761311208668
"199","Hedmark","nes_2","OLUB","UB",3,4.7475181,0.377795486516622,0.984450427,"0236",52.57030574,0.363637888,32.77363522,0.0461573579569494,0.276910323337416,0.0662671447114936
"200","Hedmark","stig_dahlen","SDUB","UB",3,11.0014934125,0.875471028996149,1,"0221",56.43464358,0,18.91236981,0.716883348936578,0.0260533906365848,0.132534289422987
"201","Trøndelag","sl_tydal","SEUB","UB",3,2.3582068875,0.187660141489489,0.132712131,"1665",16.47588281,0.419443553,0,0.17709047968529,0.00744382589616709,0.0511203687774379
"202","Hedmark","sorum_1","SKUB","UB",3,2.8150019375,0.224010736583194,0.174894127,"0226",59.32528016,3.43817827,48.12147002,0.10218991739211,0.0498736335043195,0.0719471856867645
"203","Trøndelag","selbu_sl","SLUB","UB",3,1.548529775,0.123228084108115,0.124288986,"1664",56.44604547,5.437898015,4.380325628,0.0734234565398196,0,0.0681604917032506
"204","Hedmark","stangeskovene_aurskog","SSAUB","UB",3,2.44758296666667,0.194772463886263,0.114068355,"0221",56.43464358,0,18.91236981,0.107473961637746,0.0476404857354694,0.0555381784248708
"205","Hedmark","stangeskovene_eidskog","SSBUB","UB",3,0.5645521,0.044925628673955,0.090462104,"0420",62.64905485,0,13.92362896,0.0339701285359368,0.00595506071693367,0.0189334699175696
"206","Hedmark","eidskog","STSKNUB","UB",3,4.10152013333333,0.326388601705465,0.250270963,"0236",52.57030574,0.363637888,32.77363522,0.00932706853847451,0.194531983419833,0.128747595439473
"207","Hedmark","truls_holm","THUB","UB",3,4.50442275,0.358450573219044,0.294777374,"0221",56.43464358,0,18.91236981,0.17492547708948,0.0148876517923342,0.176081270233397
"208","Trøndelag","steinkjer_1bbb","1BBB","B",4,1.889088305,0.15032887083892,0.115979123,"1702",107.5650526,2.431337072,17.86445891,0.105560624519878,0.0218551567853791,0.0786089142453941
"209","Telemark","nome_cappelen1","1CAB","B",4,1.4351633,0.114206666669538,0.080441283,"0806",36.73246483,7.237559382,26.88021893,0.0156816002048217,0.0846887325433439,0.0138363339213728
"210","Telemark","drangedal1","1DRB","B",4,2.829193525,0.225140067233667,0.21131677,"0817",27.00672829,9.836987784,5.031787593,0.0551435391542714,0.103811994730551,0.066184533348845
"211","Telemark","fritsoe1","1FRB","B",4,1.319540105,0.105005665159374,0.245537883,"0604",45.5486725,2.225169257,8.847710058,0.00330779516820098,0.0245870513835515,0.0894043442993976
"212","Telemark","furesdal","1FYB","B",4,1.34305625,0.106877020518982,0.058035047,"0831",23.22393919,2.078638027,1.526065809,0.0350459184688353,0.0450762608698443,0.053039280031929
"213","Trøndelag","namdalseid_1kub","1KB","B",4,1.92433891,0.153134024855285,0.222676728,"1725",75.88802955,8.758466457,7.375877596,0.111278562674423,0,0.0418554621808615
"214","Telemark","kviteseid1","1KVB","B",4,2.917788035,0.232190194332319,0.105926078,"0829",34.25057033,13.40190923,2.936689407,0.182633970494036,0.0682973649543096,0.0308150827222556
"215","Telemark","notodden1","1NOB","B",4,1.819616325,0.144800466327229,0.154754533,"0807",45.75073179,7.549714848,3.55799475,0.0794479154433973,0.064199523057051,0.00461211130712426
"216","Trøndelag","nsb_verdal","1NSB","B",4,2.711159205,0.215747194492422,0.110463648,"1721",28.2697902,2.827400105,6.979690234,0.0966397631637836,0.0136594729908619,0.112277694833207
"217","Trøndelag","sub_namdalseid","1SB","B",4,0.85452148,0.0680006587601011,0.077437345,"1725",75.88802955,8.758466457,7.375877596,0.0515876063100705,0.00546378919634477,0.0150471051509444
"218","Trøndelag","verdal_1vb","1VBB","B",4,1.19010759333333,0.0947057531450996,0.011938921,"1721",28.2697902,2.827400105,6.979690234,0.0585643844658747,0.0346039982435169,0.00461211130712426
"219","Trøndelag","steinkjer_2bbb","2BBB","B",4,6.18550144,0.492226564839018,0.087040751,"1702",107.5650526,2.431337072,17.86445891,0.104340304789496,0.00546378919634477,0.386520312750436
"220","Telemark","nome_cappelen2","2CAB","B",4,3.068776875,0.244205504451175,0.166542737,"0819",30.18818188,28.25801849,15.04767058,0.0949227932715105,0.155717992095826,0.0230605565356213
"221","Telemark","fritsoe2","2FRB","B",4,1.43078344,0.113858128485013,0.148195816,"0728",45.48785783,33.89613967,19.91579349,0.0470542337279421,0,0.066803894757071
"222","Telemark","kviteseid2","2KVB","B",4,2.9396204,0.233927558736887,0.106407376,"0829",34.25057033,13.40190923,2.936689407,0.138777074424916,0.0519059973652753,0.0691974856293337
"223","Trøndelag","verdal_2vb","2VBB","B",4,6.69288422,0.532602803577372,0.241115185,"1721",28.2697902,2.827400105,6.979690234,0.50145881310653,0.00546378919634477,0.155142746448388
"224","Telemark","drangedal3","3DRB","B",4,0.0519775,0.0041362380272795,0.019353239,"0817",27.00672829,9.836987784,5.031787593,0.00280868685821422,0.00546378919634477,0
"225","Telemark","kviteseid3","3KVB","B",4,2.541852235,0.202274173904716,0.091250578,"0829",34.25057033,13.40190923,2.936689407,0.0905143294675942,0,0.111759844437122
"226","Telemark","notodden3","3NOB","B",4,2.55734356,0.203506934379113,0.142430355,"0807",45.75073179,7.549714848,3.55799475,0.0169558551580938,0.17210935968486,0.0144417195361586
"227","Telemark","drangedal4","4DRB","B",4,4.52367145,0.359982336095591,0.205027981,"0817",27.00672829,9.836987784,5.031787593,0.300463360971194,0.0109275783926895,0.0567870805262249
"228","Telemark","notodden4","4NOB","B",4,0.96590264,0.0768640898507557,0.121097448,"0807",45.75073179,7.549714848,3.55799475,0.0462989798609938,0.0346039982435169,0.00922422261424852
"229","Telemark","notodden5","5NOB","B",4,4.445268865,0.353743256618625,0.119776917,"0807",45.75073179,7.549714848,3.55799475,0.0633904780024365,0.0191232621872067,0.280791147522585
"230","Telemark","notodden6","6NOB","B",4,2.235162865,0.177868609290096,0.106105683,"0807",45.75073179,7.549714848,3.55799475,0.0225213984757549,0.142058519104964,0.0132886917093775
"231","Trøndelag","bratsberg","BRB","B",4,2.796180635,0.222512984919042,0.19644858,"1601",79.89208961,1.335197374,31.0221955,0.113569387199932,0.0109275783926895,0.212423406241877
"232","Hedmark","nes_1","DDB","B",4,6.94863337,0.552954674284397,0.384882646,"0236",52.57030574,0.363637888,32.77363522,0.13624774189324,0.168011517787602,0.248695414603556
"233","Hedmark","didrik_holmsen","DHB","B",4,2.63869441,0.209980629330226,0.234215068,"0221",56.43464358,0,18.91236981,0.123482952579288,0.014570104523586,0.106440836503071
"234","Hedmark","fet_3","FKB","B",4,3.43890877,0.273659664793785,0.140119204,"0227",71.33638992,0,32.84966157,0.0579419517651343,0,0.244688688911218
"235","Hedmark","halvard_pramhus","HPB","B",4,5.831271875,0.464037871709497,0.335469416,"0420",62.64905485,0,13.92362896,0.0258267689183979,0.413882031623116,0.0973162846719337
"236","Hedmark","kongsvinger_1","IAAB","B",4,12.19121304,0.970145908801186,0.507402728,"0402",51.74144646,1.630122359,10.57013525,0.117634658833861,0,0.88191991467579
"237","Hedmark","kongsvinger_2","JCDB","B",4,1.31922891,0.104980901048117,0.097769108,"0402",51.74144646,1.630122359,10.57013525,0.0603782256058101,0.0327827351780686,0.0364069916477893
"238","Trøndelag","selbu_kl","KLB","B",4,8.08458926,0.643351171798324,0.116040591,"1664",56.44604547,5.437898015,4.380325628,0.171112175449951,0.385197138342306,0.129819901868555
"239","Trøndelag","singsaas","LAB","B",4,2.27686778,0.181187380976835,0.042265252,"1648",36.25939668,6.648445301,2.712137721,0.0165065193734601,0.071029259552482,0.097778231894258
"240","Hedmark","nes_2","OLB","B",4,12.40852408,0.987438971903406,0.984450427,"0236",52.57030574,0.363637888,32.77363522,0.0739009802564242,0.905623059294145,0.0263901774169432
"241","Hedmark","stig_dahlen","SDB","B",4,3.431578455,0.27307633686045,1,"0221",56.43464358,0,18.91236981,0.0932662155181684,0.00546378919634477,0.177078226744109
"242","Trøndelag","sl_tydal","SEB","B",4,1.373778265,0.109321800793479,0.132712131,"1665",16.47588281,0.419443553,0,0.0387854739413043,0.0245870513835515,0.0582428011603988
"243","Hedmark","sorum_1","SKB","B",4,1.33593014,0.106309942703224,0.174894127,"0226",59.32528016,3.43817827,48.12147002,0.0304816642573241,0.00728505226179302,0.0938193189994067
"244","Trøndelag","selbu_sl","SLB","B",4,2.00484443,0.159540450582377,0.124288986,"1664",56.44604547,5.437898015,4.380325628,0.0200501948997188,0,0.139490255682658
"245","Hedmark","stangeskovene_aurskog","SSAB","B",4,1.71122416666667,0.136174892431655,0.114068355,"0221",56.43464358,0,18.91236981,0.0435743687235338,0.0910631532724128,0.00461211130712426
"246","Hedmark","stangeskovene_eidskog","SSBB","B",4,3.68251,0.293044834742668,0.090462104,"0420",62.64905485,0,13.92362896,0.0182564645783924,0.0655654703561372,0.355745317179472
"247","Hedmark","eidskog","STSKNB","B",4,5.936776875,0.472433692844953,0.250270963,"0236",52.57030574,0.363637888,32.77363522,0.0326807765426504,0.24040672463917,0.199346191663132
"248","Hedmark","truls_holm","THB","B",4,2.74154224,0.218164999595614,0.294777374,"0221",56.43464358,0,18.91236981,0.047965897115214,0.0915184690387748,0.0786806334416248
"249","Trøndelag","steinkjer_1bbb","1BBUB","UB",4,2.61956115,0.208458052876995,0.115979123,"1702",107.5650526,2.431337072,17.86445891,0.0721370694704939,0,0.181761311208668
"250","Telemark","nome_cappelen1","1CAUB","UB",4,1.7412378625,0.138563306457821,0.080441283,"0806",36.73246483,7.237559382,26.88021893,0.00348233800696571,0.0364747468912188,0.100347390563119
"251","Telemark","drangedal1","1DRUB","UB",4,1.6857928125,0.134151129569082,0.21131677,"0817",27.00672829,9.836987784,5.031787593,0.0573978475675239,0.0267977732262015,0.0700538386950075
"252","Telemark","fritsoe1","1FRUB","UB",4,7.6279831625,0.607015613066812,0.245537883,"0604",45.5486725,2.225169257,8.847710058,0.315764081513392,0.0248127529872236,0.272641966813002
"253","Telemark","furesdal","1FYUB","UB",4,4.7386002875,0.377085829546151,0.058035047,"0831",23.22393919,2.078638027,1.526065809,0.0312700032538423,0.0320084513535185,0.439256502087615
"254","Trøndelag","namdalseid_1kub","1KUB","UB",4,4.955029425,0.394308713077271,0.222676728,"1725",75.88802955,8.758466457,7.375877596,0.114093358297241,0,0.28021535478003
"255","Telemark","kviteseid1","1KVUB","UB",4,0.9919467125,0.0789366112890651,0.105926078,"0829",34.25057033,13.40190923,2.936689407,0.025264576628876,0.0253090080469681,0.094667349587848
"256","Telemark","notodden1","1NOUB","UB",4,3.1027804875,0.246911425957353,0.154754533,"0807",45.75073179,7.549714848,3.55799475,0.166048743430794,0.0751826415512876,0.0227201639010835
"257","Trøndelag","nsb_verdal","1NSUB","UB",4,0.778313,0.0619361806113412,0.110463648,"1721",28.2697902,2.827400105,6.979690234,0.0467894046772855,0,0.0302935518681114
"258","Trøndelag","sub_namdalseid","1SUB","UB",4,1.800555125,0.143283624226598,0.077437345,"1725",75.88802955,8.758466457,7.375877596,0.112990072358486,0,0.0302935518681114
"259","Trøndelag","verdal_1vb","1VBUB","UB",4,1.346718375,0.107168443166967,0.011938921,"1721",28.2697902,2.827400105,6.979690234,0.12250161274948,0.0133988866131008,0.00757338796702784
"260","Trøndelag","steinkjer_2bbb","2BBUB","UB",4,2.72817435,0.217101216709509,0.087040751,"1702",107.5650526,2.431337072,17.86445891,0.0807802333030082,0,0.272641966813002
"261","Telemark","nome_cappelen2","2CAUB","UB",4,3.649720675,0.290435543165469,0.166542737,"0819",30.18818188,28.25801849,15.04767058,0.161203887913766,0.102724797367106,0.0353424771794633
"262","Telemark","fritsoe2","2FRUB","UB",4,3.360939775,0.267455089312706,0.148195816,"0728",45.48785783,33.89613967,19.91579349,0.131134105906205,0,0.136320983406501
"263","Telemark","kviteseid2","2KVUB","UB",4,2.4032831875,0.191247199470136,0.106407376,"0829",34.25057033,13.40190923,2.936689407,0.0318662513854579,0.00446629553770026,0.157147800315828
"264","Trøndelag","verdal_2vb","2VBUB","UB",4,4.721734025,0.37574365502197,0.241115185,"1721",28.2697902,2.827400105,6.979690234,0.284966636474559,0.0119101214338673,0.159041147307585
"265","Telemark","drangedal3","3DRUB","UB",4,0.511806375,0.0407282572435971,0.019353239,"0817",27.00672829,9.836987784,5.031787593,0.028688573738869,0.00595506071693367,0.0302935518681114
"266","Telemark","kviteseid3","3KVUB","UB",4,6.2103119125,0.494200919508429,0.091250578,"0829",34.25057033,13.40190923,2.936689407,0.131827261493233,0.00297753035846684,0.361629275425579
"267","Telemark","notodden3","3NOUB","UB",4,1.7976233125,0.143050318000801,0.142430355,"0807",45.75073179,7.549714848,3.55799475,0.0500005943865791,0.0942884613514499,0.047333674793924
"268","Telemark","drangedal4","4DRUB","UB",4,5.398501075,0.42959906568658,0.205027981,"0817",27.00672829,9.836987784,5.031787593,0.344398451057517,0,0.0852006146290632
"269","Telemark","notodden4","4NOUB","UB",4,3.6782066625,0.292702386025209,0.121097448,"0807",45.75073179,7.549714848,3.55799475,0.135701242015848,0.0736938763720542,0.0833072676373062
"270","Telemark","notodden5","5NOUB","UB",4,12.30080355,0.978866844492417,0.119776917,"0807",45.75073179,7.549714848,3.55799475,0.0638302079904799,0.0158801619118231,0.90312651506807
"271","Telemark","notodden6","6NOUB","UB",4,1.4517130375,0.115523652934538,0.106105683,"0807",45.75073179,7.549714848,3.55799475,0.0492785322830126,0.0766714067305211,0.00757338796702784
"272","Trøndelag","bratsberg","BRUB","UB",4,5.3464877625,0.425459977791101,0.19644858,"1601",79.89208961,1.335197374,31.0221955,0.322474857646609,0.00297753035846684,0.102240737554876
"273","Hedmark","nes_1","DDUB","UB",4,18.4678458125,1.46962447465917,0.384882646,"0236",52.57030574,0.363637888,32.77363522,0.197771462920262,0.101980414777489,1.21931546269148
"274","Hedmark","didrik_holmsen","DHUB","UB",4,2.661732625,0.211813952228858,0.234215068,"0221",56.43464358,0,18.91236981,0.035021262715568,0,0.185548005192182
"275","Hedmark","fet_3","FKUB","UB",4,2.3601697,0.187816337145358,0.140119204,"0227",71.33638992,0,32.84966157,0.103424886141342,0.0119101214338673,0.0814139206455493
"276","Hedmark","halvard_pramhus","HPUB","UB",4,1.4146313875,0.112572788986786,0.335469416,"0420",62.64905485,0,13.92362896,0.0677187120647985,0.0823783399175825,0
"277","Hedmark","kongsvinger_1","IAAUB","UB",4,20.0591981666667,1.59626027134244,0.507402728,"0402",51.74144646,1.630122359,10.57013525,0.0833737546147829,0.0476404857354694,1.49700635481584
"278","Hedmark","kongsvinger_2","JCDUB","UB",4,3.992628275,0.317723262947359,0.097769108,"0402",51.74144646,1.630122359,10.57013525,0.122708522796392,0,0.260019653534622
"279","Trøndelag","selbu_kl","KLUB","UB",4,4.71711345,0.375375961346382,0.116040591,"1664",56.44604547,5.437898015,4.380325628,0.0263601647735496,0.259045141186615,0.128747595439473
"280","Trøndelag","singsaas","LAUB","UB",4,1.961778225,0.156113350879397,0.042265252,"1648",36.25939668,6.648445301,2.712137721,0.00932706853847451,0.0193539473300344,0.179236848552992
"281","Hedmark","nes_2","OLUB","UB",4,9.111630175,0.725080490988261,0.984450427,"0236",52.57030574,0.363637888,32.77363522,0.0718670750461592,0.543399290420198,0.109814125521904
"282","Hedmark","stig_dahlen","SDUB","UB",4,14.4559296875,1.15036633337725,1,"0221",56.43464358,0,18.91236981,0.928198123623049,0.0498736335043195,0.172294576249883
"283","Trøndelag","sl_tydal","SEUB","UB",4,4.19092075,0.333502876734447,0.132712131,"1665",16.47588281,0.419443553,0,0.206459983258975,0.0163764169715676,0.116125282161094
"284","Hedmark","sorum_1","SKUB","UB",4,4.5891190375,0.365190489627623,0.174894127,"0226",59.32528016,3.43817827,48.12147002,0.205616397072319,0.0781601719097545,0.0814139206455493
"285","Trøndelag","selbu_sl","SLUB","UB",4,2.408888325,0.191693242140053,0.124288986,"1664",56.44604547,5.437898015,4.380325628,0.0965498422124861,0,0.119280860480688
"286","Hedmark","stangeskovene_aurskog","SSAUB","UB",4,2.29339565,0.182502627081475,0.114068355,"0221",56.43464358,0,18.91236981,0.100339424858217,0.036722874421091,0.045440327802167
"287","Hedmark","stangeskovene_eidskog","SSBUB","UB",4,0.9966579375,0.0793115186624491,0.090462104,"0420",62.64905485,0,13.92362896,0.0619315949595433,0.00893259107540051,0.0302935518681114
"288","Hedmark","eidskog","STSKNUB","UB",4,3.5194683875,0.280070395463144,0.250270963,"0236",52.57030574,0.363637888,32.77363522,0.00932706853847451,0.16748608266376,0.143894371373529
"289","Hedmark","truls_holm","THUB","UB",4,6.25973035,0.49813351381243,0.294777374,"0221",56.43464358,0,18.91236981,0.238599518270924,0.0267977732262015,0.246135108928405
"290","Trøndelag","steinkjer_1bbb","1BBB","B",5,2.43780721,0.193994533888281,0.115979123,"1702",107.5650526,2.431337072,17.86445891,0.111391526874156,0.0218551567853791,0.15427843563556
"291","Telemark","nome_cappelen1","1CAB","B",5,1.995560175,0.158801633044289,0.080441283,"0806",36.73246483,7.237559382,26.88021893,0.0248791855867614,0.129764993413188,0.0103772504410296
"292","Telemark","drangedal1","1DRB","B",5,4.303471025,0.342459343040748,0.21131677,"0817",27.00672829,9.836987784,5.031787593,0.0848165856880032,0.169377465086688,0.0882652922660568
"293","Telemark","fritsoe1","1FRB","B",5,1.83159698,0.145753856559594,0.245537883,"0604",45.5486725,2.225169257,8.847710058,0.00570427072380719,0.0382465243744134,0.12092632364858
"294","Telemark","furesdal","1FYB","B",5,1.587889375,0.126360221557175,0.058035047,"0831",23.22393919,2.078638027,1.526065809,0.0537287193510352,0.0587357338607062,0.0541923078587101
"295","Trøndelag","namdalseid_1kub","1KB","B",5,2.346109795,0.186697485455282,0.222676728,"1725",75.88802955,8.758466457,7.375877596,0.111244961882838,0,0.0754525235724438
"296","Telemark","kviteseid1","1KVB","B",5,3.28562019,0.261461347180516,0.105926078,"0829",34.25057033,13.40190923,2.936689407,0.198458569823677,0.092884416337861,0.0220807589172118
"297","Telemark","notodden1","1NOB","B",5,1.7341132,0.137996343830452,0.154754533,"0807",45.75073179,7.549714848,3.55799475,0.0673929232225805,0.0682973649543096,0.00922422261424852
"298","Trøndelag","nsb_verdal","1NSB","B",5,3.427155835,0.272724395943241,0.110463648,"1721",28.2697902,2.827400105,6.979690234,0.113147741988072,0.0163913675890343,0.151380970160652
"299","Trøndelag","sub_namdalseid","1SB","B",5,1.02877594,0.0818673880925056,0.077437345,"1725",75.88802955,8.758466457,7.375877596,0.057325397452217,0.00546378919634477,0.0231760433412024
